Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Total Sky Cover [](Hourly),Environment:Site Opaque Sky Cover [](Hourly),Environment:Site Daylight Saving Time Status [](Daily),Environment:Site Day Type Index [](Daily),ZONE ONE:Zone Total Internal Latent Gain Energy [J](Hourly),TEST 352 MINUS:Other Equipment Total Heating Energy [J](Monthly),TEST 352A:Other Equipment Total Heating Energy [J](Monthly),ZONE ONE:Zone Other Equipment Total Heating Energy [J](Monthly),ZONE ONE:Zone Mean Radiant Temperature [C](Hourly),ZN001:WALL001:Surface Inside Face Temperature [C](Daily),ZN001:WALL001:Surface Outside Face Temperature [C](Daily),ZN001:WALL001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL001:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL002:Surface Inside Face Temperature [C](Daily),ZN001:WALL002:Surface Outside Face Temperature [C](Daily),ZN001:WALL002:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL002:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL003:Surface Inside Face Temperature [C](Daily),ZN001:WALL003:Surface Outside Face Temperature [C](Daily),ZN001:WALL003:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL003:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL004:Surface Inside Face Temperature [C](Daily),ZN001:WALL004:Surface Outside Face Temperature [C](Daily),ZN001:WALL004:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL004:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:FLR001:Surface Inside Face Temperature [C](Daily),ZN001:FLR001:Surface Outside Face Temperature [C](Daily),ZN001:FLR001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:ROOF001:Surface Inside Face Temperature [C](Daily),ZN001:ROOF001:Surface Outside Face Temperature [C](Daily),ZN001:ROOF001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:ROOF001:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZONE ONE:Zone Mean Air Temperature [C](Hourly),ZONE ONE:Zone Air Heat Balance Surface Convection Rate [W](Hourly),ZONE ONE:Zone Air Heat Balance Air Energy Storage Rate [W](Hourly) 
 07/21  01:00:00,18.966,1.25,1.25,,,0.0,,,,29.197718745506542,,,,,,,,,,,,,,,,,,,,,,,,29.329186639339753,-79.41691690793118,-79.30786827564415 
 07/21  02:00:00,18.244,3.25,3.25,,,0.0,,,,28.969706966350035,,,,,,,,,,,,,,,,,,,,,,,,29.10115574991966,-77.99015975113167,-78.34398055011442 
 07/21  03:00:00,17.731,3.375,3.375,,,0.0,,,,28.747121541169413,,,,,,,,,,,,,,,,,,,,,,,,28.878314593920948,-76.57057173493567,-76.73788010601743 
 07/21  04:00:00,17.275000000000002,1.125,1.125,,,0.0,,,,28.52478451864574,,,,,,,,,,,,,,,,,,,,,,,,28.657254545470312,-77.0391040637803,-76.92306454220227 
 07/21  05:00:00,16.913999999999998,1.875,1.875,,,0.0,,,,28.304256490328477,,,,,,,,,,,,,,,,,,,,,,,,28.436200138291245,-76.04715280669754,-76.29767438668591 
 07/21  06:00:00,16.990000000000002,3.0,3.0,,,0.0,,,,28.234769897966665,,,,,,,,,,,,,,,,,,,,,,,,28.27742710380349,-4.525468364402624,-23.11494513064824 
 07/21  07:00:00,17.769,3.0,3.0,,,0.0,,,,28.54108778440636,,,,,,,,,,,,,,,,,,,,,,,,28.442290571065815,91.22870912019695,88.92489861525753 
 07/21  08:00:00,19.783,3.0,3.0,,,0.0,,,,28.870132995539574,,,,,,,,,,,,,,,,,,,,,,,,28.72116233594837,103.9501682366742,101.11874108513378 
 07/21  09:00:00,22.557,3.0,3.0,,,0.0,,,,29.247935270087424,,,,,,,,,,,,,,,,,,,,,,,,29.066042657216098,136.4869272055503,132.14228750574748 
 07/21  10:00:00,25.255000000000003,2.375,2.375,,,0.0,,,,29.665505263029402,,,,,,,,,,,,,,,,,,,,,,,,29.47935142488864,144.07068210116807,144.82736015239462 
 07/21  11:00:00,27.649,0.75,0.75,,,0.0,,,,30.044586940078325,,,,,,,,,,,,,,,,,,,,,,,,29.87841003655144,129.92465348044885,132.25139069884622 
 07/21  12:00:00,29.454,0.0,0.0,,,0.0,,,,30.350326363085717,,,,,,,,,,,,,,,,,,,,,,,,30.21686991836374,102.17964807706403,106.11034239942799 
 07/21  13:00:00,30.784,0.0,0.0,,,0.0,,,,30.634297986100883,,,,,,,,,,,,,,,,,,,,,,,,30.49647083709117,102.79401179666986,98.96679628432227 
 07/21  14:00:00,31.715,0.0,0.0,,,0.0,,,,30.960174650432016,,,,,,,,,,,,,,,,,,,,,,,,30.82406734745007,114.06727726816459,115.58655779061658 
 07/21  15:00:00,32.0,0.0,0.0,,,0.0,,,,31.202798852723493,,,,,,,,,,,,,,,,,,,,,,,,31.11871960134801,84.86543369606318,89.61938193616078 
 07/21  16:00:00,31.43,0.0,0.0,,,0.0,,,,31.310100411006093,,,,,,,,,,,,,,,,,,,,,,,,31.302487111269397,39.40512298975296,45.72675984126849 
 07/21  17:00:00,30.328,0.0,0.0,,,0.0,,,,31.28634773439995,,,,,,,,,,,,,,,,,,,,,,,,31.356672079776516,2.402565392177264,5.654197174300099 
 07/21  18:00:00,28.922,0.0,0.0,,,0.0,,,,31.15630332012053,,,,,,,,,,,,,,,,,,,,,,,,31.311528199877472,-42.201420453736894,-33.5666385377294 
 07/21  19:00:00,26.927,0.0,0.0,,,0.0,,,,30.771745891971307,,,,,,,,,,,,,,,,,,,,,,,,31.036104669958142,-158.27527725617716,-140.75811150466586 
 07/21  20:00:00,25.027,0.0,0.0,,,0.0,,,,30.329961216159926,,,,,,,,,,,,,,,,,,,,,,,,30.51807794761205,-151.68660972574312,-167.27431939545767 
