Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Total Sky Cover [](Hourly),Environment:Site Opaque Sky Cover [](Hourly),Environment:Site Daylight Saving Time Status [](Daily),Environment:Site Day Type Index [](Daily),ZONE ONE:Zone Total Internal Latent Gain Energy [J](Hourly),TEST 352 MINUS:Other Equipment Total Heating Energy [J](Monthly),TEST 352A:Other Equipment Total Heating Energy [J](Monthly),ZONE ONE:Zone Other Equipment Total Heating Energy [J](Monthly),ZONE ONE:Zone Mean Radiant Temperature [C](Hourly),ZN001:WALL001:Surface Inside Face Temperature [C](Daily),ZN001:WALL001:Surface Outside Face Temperature [C](Daily),ZN001:WALL001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL001:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL002:Surface Inside Face Temperature [C](Daily),ZN001:WALL002:Surface Outside Face Temperature [C](Daily),ZN001:WALL002:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL002:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL003:Surface Inside Face Temperature [C](Daily),ZN001:WALL003:Surface Outside Face Temperature [C](Daily),ZN001:WALL003:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL003:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL004:Surface Inside Face Temperature [C](Daily),ZN001:WALL004:Surface Outside Face Temperature [C](Daily),ZN001:WALL004:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL004:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:FLR001:Surface Inside Face Temperature [C](Daily),ZN001:FLR001:Surface Outside Face Temperature [C](Daily),ZN001:FLR001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:ROOF001:Surface Inside Face Temperature [C](Daily),ZN001:ROOF001:Surface Outside Face Temperature [C](Daily),ZN001:ROOF001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:ROOF001:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZONE ONE:Zone Mean Air Temperature [C](Hourly),ZONE ONE:Zone Air Heat Balance Surface Convection Rate [W](Hourly),ZONE ONE:Zone Air Heat Balance Air Energy Storage Rate [W](Hourly) 
 07/21  01:00:00,18.966,1.25,1.25,,,0.0,,,,27.732819864668567,,,,,,,,,,,,,,,,,,,,,,,,27.95116538874094,-155.47594054019424,-155.58072971963972 
 07/21  02:00:00,18.244,3.25,3.25,,,0.0,,,,27.295573355275053,,,,,,,,,,,,,,,,,,,,,,,,27.511111165395512,-149.62893528609516,-150.76480375633506 
 07/21  03:00:00,17.731,3.375,3.375,,,0.0,,,,26.876710081233895,,,,,,,,,,,,,,,,,,,,,,,,27.08945572021471,-144.46488938614468,-145.11905880610027 
 07/21  04:00:00,17.275000000000002,1.125,1.125,,,0.0,,,,26.464450701653618,,,,,,,,,,,,,,,,,,,,,,,,26.677336489126343,-143.72826520237507,-143.73176047488954 
 07/21  05:00:00,16.913999999999998,1.875,1.875,,,0.0,,,,26.062066496081606,,,,,,,,,,,,,,,,,,,,,,,,26.27136012401123,-139.20334220123675,-140.06538287765295 
 07/21  06:00:00,16.990000000000002,3.0,3.0,,,0.0,,,,26.036988801019067,,,,,,,,,,,,,,,,,,,,,,,,26.037540653803603,51.011317195279034,3.6644609280123746 
 07/21  07:00:00,17.769,3.0,3.0,,,0.0,,,,26.808679634845664,,,,,,,,,,,,,,,,,,,,,,,,26.578963728185663,248.51462994459786,249.51766374893685 
 07/21  08:00:00,19.783,3.0,3.0,,,0.0,,,,27.432168336480892,,,,,,,,,,,,,,,,,,,,,,,,27.286356069576808,251.62468199489868,248.38613810379343 
 07/21  09:00:00,22.557,3.0,3.0,,,0.0,,,,28.11864548329116,,,,,,,,,,,,,,,,,,,,,,,,28.015721047376463,259.12126628616414,256.9405710845915 
 07/21  10:00:00,25.255000000000003,2.375,2.375,,,0.0,,,,28.87946908187221,,,,,,,,,,,,,,,,,,,,,,,,28.76040319037485,246.783975710663,251.46536900938045 
 07/21  11:00:00,27.649,0.75,0.75,,,0.0,,,,29.516291694232297,,,,,,,,,,,,,,,,,,,,,,,,29.4127409087237,204.4125587087732,209.92576031977492 
 07/21  12:00:00,29.454,0.0,0.0,,,0.0,,,,29.97619036924664,,,,,,,,,,,,,,,,,,,,,,,,29.915047128874846,140.0580334336181,148.8983517385332 
 07/21  13:00:00,30.784,0.0,0.0,,,0.0,,,,30.429205481109577,,,,,,,,,,,,,,,,,,,,,,,,30.31611322645808,175.62024226273377,159.27951637812328 
