Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Total Sky Cover [](Hourly),Environment:Site Opaque Sky Cover [](Hourly),Environment:Site Daylight Saving Time Status [](Daily),Environment:Site Day Type Index [](Daily),ZONE ONE:Zone Total Internal Latent Gain Energy [J](Hourly),TEST 352 MINUS:Other Equipment Total Heating Energy [J](Monthly),TEST 352A:Other Equipment Total Heating Energy [J](Monthly),ZONE ONE:Zone Other Equipment Total Heating Energy [J](Monthly),ZONE ONE:Zone Mean Radiant Temperature [C](Hourly),ZN001:WALL001:Surface Inside Face Temperature [C](Daily),ZN001:WALL001:Surface Outside Face Temperature [C](Daily),ZN001:WALL001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL001:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL002:Surface Inside Face Temperature [C](Daily),ZN001:WALL002:Surface Outside Face Temperature [C](Daily),ZN001:WALL002:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL002:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL003:Surface Inside Face Temperature [C](Daily),ZN001:WALL003:Surface Outside Face Temperature [C](Daily),ZN001:WALL003:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL003:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL004:Surface Inside Face Temperature [C](Daily),ZN001:WALL004:Surface Outside Face Temperature [C](Daily),ZN001:WALL004:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL004:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:FLR001:Surface Inside Face Temperature [C](Daily),ZN001:FLR001:Surface Outside Face Temperature [C](Daily),ZN001:FLR001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:ROOF001:Surface Inside Face Temperature [C](Daily),ZN001:ROOF001:Surface Outside Face Temperature [C](Daily),ZN001:ROOF001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:ROOF001:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZONE ONE:Zone Mean Air Temperature [C](Hourly),ZONE ONE:Zone Air Heat Balance Surface Convection Rate [W](Hourly),ZONE ONE:Zone Air Heat Balance Air Energy Storage Rate [W](Hourly) 
 07/21  01:00:00,18.966,1.25,1.25,,,0.0,,,,29.61395797876688,,,,,,,,,,,,,,,,,,,,,,,,29.728208781084184,-67.58517675087482,-67.47489307019701 
 07/21  02:00:00,18.244,3.25,3.25,,,0.0,,,,29.41923896302491,,,,,,,,,,,,,,,,,,,,,,,,29.533598662516376,-66.58648551327119,-66.85401640446014 
 07/21  03:00:00,17.731,3.375,3.375,,,0.0,,,,29.22856242255633,,,,,,,,,,,,,,,,,,,,,,,,29.342813749357184,-65.54238648243523,-65.66279837879507 
 07/21  04:00:00,17.275000000000002,1.125,1.125,,,0.0,,,,29.03770998983322,,,,,,,,,,,,,,,,,,,,,,,,29.153167232521525,-66.02422016992674,-65.91424906108085 
 07/21  05:00:00,16.913999999999998,1.875,1.875,,,0.0,,,,28.847983127175556,,,,,,,,,,,,,,,,,,,,,,,,28.963157596359938,-65.35780637977206,-65.54322009795277 
 07/21  06:00:00,16.990000000000002,3.0,3.0,,,0.0,,,,28.77600050861182,,,,,,,,,,,,,,,,,,,,,,,,28.820411146608627,-10.44137602693658,-24.944408103390444 
 07/21  07:00:00,17.769,3.0,3.0,,,0.0,,,,29.014909757976717,,,,,,,,,,,,,,,,,,,,,,,,28.93670832473076,71.2793030912804,68.10864712244133 
 07/21  08:00:00,19.783,3.0,3.0,,,0.0,,,,29.30306085837097,,,,,,,,,,,,,,,,,,,,,,,,29.161406728133073,84.66169245181321,82.41558065119327 
 07/21  09:00:00,22.557,3.0,3.0,,,0.0,,,,29.635541121060292,,,,,,,,,,,,,,,,,,,,,,,,29.449227909448098,116.84481526429579,112.22606210110047 
 07/21  10:00:00,25.255000000000003,2.375,2.375,,,0.0,,,,30.000694546177403,,,,,,,,,,,,,,,,,,,,,,,,29.812876860347213,128.5318604022205,128.93476622106823 
 07/21  11:00:00,27.649,0.75,0.75,,,0.0,,,,30.340483712622685,,,,,,,,,,,,,,,,,,,,,,,,30.17223901031855,117.82407228952734,119.6789217234555 
 07/21  12:00:00,29.454,0.0,0.0,,,0.0,,,,30.62183460312771,,,,,,,,,,,,,,,,,,,,,,,,30.48353200929589,95.53750578895168,98.73657109484373 
 07/21  13:00:00,30.784,0.0,0.0,,,0.0,,,,30.878285152729543,,,,,,,,,,,,,,,,,,,,,,,,30.743025508299347,91.6611187414549,89.54864131884636 
 07/21  14:00:00,31.715,0.0,0.0,,,0.0,,,,31.153363721589635,,,,,,,,,,,,,,,,,,,,,,,,31.02359695798359,95.40306297624659,96.9779931392907 
 07/21  15:00:00,32.0,0.0,0.0,,,0.0,,,,31.35245999793724,,,,,,,,,,,,,,,,,,,,,,,,31.26756341201231,69.37414620847758,73.51079065065514 
 07/21  16:00:00,31.43,0.0,0.0,,,0.0,,,,31.43375241049454,,,,,,,,,,,,,,,,,,,,,,,,31.41510446043857,30.410177857141356,35.774271596098934 
 07/21  17:00:00,30.328,0.0,0.0,,,0.0,,,,31.399450298053385,,,,,,,,,,,,,,,,,,,,,,,,31.450895250832744,-2.577295759003413,0.572909410626679 
