Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Total Sky Cover [](Hourly),Environment:Site Opaque Sky Cover [](Hourly),Environment:Site Daylight Saving Time Status [](Daily),Environment:Site Day Type Index [](Daily),ZONE ONE:Zone Total Internal Latent Gain Energy [J](Hourly),TEST 352 MINUS:Other Equipment Total Heating Energy [J](Monthly),TEST 352A:Other Equipment Total Heating Energy [J](Monthly),ZONE ONE:Zone Other Equipment Total Heating Energy [J](Monthly),ZONE ONE:Zone Mean Radiant Temperature [C](Hourly),ZN001:WALL001:Surface Inside Face Temperature [C](Daily),ZN001:WALL001:Surface Outside Face Temperature [C](Daily),ZN001:WALL001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL001:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL002:Surface Inside Face Temperature [C](Daily),ZN001:WALL002:Surface Outside Face Temperature [C](Daily),ZN001:WALL002:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL002:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL003:Surface Inside Face Temperature [C](Daily),ZN001:WALL003:Surface Outside Face Temperature [C](Daily),ZN001:WALL003:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL003:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL004:Surface Inside Face Temperature [C](Daily),ZN001:WALL004:Surface Outside Face Temperature [C](Daily),ZN001:WALL004:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL004:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:FLR001:Surface Inside Face Temperature [C](Daily),ZN001:FLR001:Surface Outside Face Temperature [C](Daily),ZN001:FLR001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:ROOF001:Surface Inside Face Temperature [C](Daily),ZN001:ROOF001:Surface Outside Face Temperature [C](Daily),ZN001:ROOF001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:ROOF001:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZONE ONE:Zone Mean Air Temperature [C](Hourly),ZONE ONE:Zone Air Heat Balance Surface Convection Rate [W](Hourly),ZONE ONE:Zone Air Heat Balance Air Energy Storage Rate [W](Hourly) 
 07/21  01:00:00,18.966,1.25,1.25,,,0.0,,,,27.671592264571323,,,,,,,,,,,,,,,,,,,,,,,,27.846181434979233,-83.88301451472718,-83.84098712357805 
 07/21  02:00:00,18.244,3.25,3.25,,,0.0,,,,27.35432151020338,,,,,,,,,,,,,,,,,,,,,,,,27.528648086410747,-81.3494315895777,-81.85066843095751 
 07/21  03:00:00,17.731,3.375,3.375,,,0.0,,,,27.04817834941917,,,,,,,,,,,,,,,,,,,,,,,,27.22177002771242,-79.10295779043827,-79.39386876359609 
 07/21  04:00:00,17.275000000000002,1.125,1.125,,,0.0,,,,26.744331938937506,,,,,,,,,,,,,,,,,,,,,,,,26.919398848345953,-79.37012052712414,-79.28541134523402 
 07/21  05:00:00,16.913999999999998,1.875,1.875,,,0.0,,,,26.445091297581882,,,,,,,,,,,,,,,,,,,,,,,,26.618808744325566,-77.61497758418555,-77.98645561125949 
 07/21  06:00:00,16.990000000000002,3.0,3.0,,,0.0,,,,26.3647408563575,,,,,,,,,,,,,,,,,,,,,,,,26.418646237881745,6.3088838691879285,-14.876394521486047 
 07/21  07:00:00,17.769,3.0,3.0,,,0.0,,,,26.780195028284037,,,,,,,,,,,,,,,,,,,,,,,,26.67820274164869,93.25696799379224,94.50806299684078 
 07/21  08:00:00,19.783,3.0,3.0,,,0.0,,,,27.16491917375689,,,,,,,,,,,,,,,,,,,,,,,,27.022673493266655,92.30741389689015,90.07549420266143 
 07/21  09:00:00,22.557,3.0,3.0,,,0.0,,,,27.660063186927506,,,,,,,,,,,,,,,,,,,,,,,,27.44597460312562,138.37501549270635,129.7683467384914 
 07/21  10:00:00,25.255000000000003,2.375,2.375,,,0.0,,,,28.293612650165144,,,,,,,,,,,,,,,,,,,,,,,,28.05855171477714,170.30653700268095,169.91432965225368 
 07/21  11:00:00,27.649,0.75,0.75,,,0.0,,,,28.892632161606283,,,,,,,,,,,,,,,,,,,,,,,,28.693190972278114,156.74246702177976,159.3043214308064 
 07/21  12:00:00,29.454,0.0,0.0,,,0.0,,,,29.390692892319244,,,,,,,,,,,,,,,,,,,,,,,,29.23900325753805,125.0262324906349,129.5251891413712 
 07/21  13:00:00,30.784,0.0,0.0,,,0.0,,,,29.82627317911173,,,,,,,,,,,,,,,,,,,,,,,,29.68545833038996,116.33272695002995,114.4657084714677 
