Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Total Sky Cover [](Hourly),Environment:Site Opaque Sky Cover [](Hourly),Environment:Site Daylight Saving Time Status [](Daily),Environment:Site Day Type Index [](Daily),ZONE ONE:Zone Total Internal Latent Gain Energy [J](Hourly),TEST 352 MINUS:Other Equipment Total Heating Energy [J](Monthly),TEST 352A:Other Equipment Total Heating Energy [J](Monthly),ZONE ONE:Zone Other Equipment Total Heating Energy [J](Monthly),ZONE ONE:Zone Mean Radiant Temperature [C](Hourly),ZN001:WALL001:Surface Inside Face Temperature [C](Daily),ZN001:WALL001:Surface Outside Face Temperature [C](Daily),ZN001:WALL001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL001:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL002:Surface Inside Face Temperature [C](Daily),ZN001:WALL002:Surface Outside Face Temperature [C](Daily),ZN001:WALL002:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL002:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL003:Surface Inside Face Temperature [C](Daily),ZN001:WALL003:Surface Outside Face Temperature [C](Daily),ZN001:WALL003:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL003:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL004:Surface Inside Face Temperature [C](Daily),ZN001:WALL004:Surface Outside Face Temperature [C](Daily),ZN001:WALL004:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL004:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:FLR001:Surface Inside Face Temperature [C](Daily),ZN001:FLR001:Surface Outside Face Temperature [C](Daily),ZN001:FLR001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:ROOF001:Surface Inside Face Temperature [C](Daily),ZN001:ROOF001:Surface Outside Face Temperature [C](Daily),ZN001:ROOF001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:ROOF001:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZONE ONE:Zone Mean Air Temperature [C](Hourly),ZONE ONE:Zone Air Heat Balance Surface Convection Rate [W](Hourly),ZONE ONE:Zone Air Heat Balance Air Energy Storage Rate [W](Hourly) 
 07/21  01:00:00,18.966,1.25,1.25,,,0.0,,,,27.966605731089803,,,,,,,,,,,,,,,,,,,,,,,,28.132722957520365,-88.62243142861877,-88.55777168172182 
 07/21  02:00:00,18.244,3.25,3.25,,,0.0,,,,27.66632785367369,,,,,,,,,,,,,,,,,,,,,,,,27.832198584331703,-86.28491661908319,-86.79396389954228 
 07/21  03:00:00,17.731,3.375,3.375,,,0.0,,,,27.375689292225147,,,,,,,,,,,,,,,,,,,,,,,,27.540957923606566,-84.13748717858685,-84.39870377336925 
 07/21  04:00:00,17.275000000000002,1.125,1.125,,,0.0,,,,27.086979578241124,,,,,,,,,,,,,,,,,,,,,,,,27.253582172788818,-84.38876841945111,-84.29402601336916 
 07/21  05:00:00,16.913999999999998,1.875,1.875,,,0.0,,,,26.802261367964885,,,,,,,,,,,,,,,,,,,,,,,,26.96764953060297,-82.68524429630116,-83.05554185758355 
 07/21  06:00:00,16.990000000000002,3.0,3.0,,,0.0,,,,26.726436901997275,,,,,,,,,,,,,,,,,,,,,,,,26.774139165815726,3.9182488019540287,-17.918754918589162 
 07/21  07:00:00,17.769,3.0,3.0,,,0.0,,,,27.124251622404877,,,,,,,,,,,,,,,,,,,,,,,,27.016991442499293,101.41042702064874,101.51060760251642 
 07/21  08:00:00,19.783,3.0,3.0,,,0.0,,,,27.500876848237162,,,,,,,,,,,,,,,,,,,,,,,,27.35651966945233,102.50256399791144,100.06814691366174 
 07/21  09:00:00,22.557,3.0,3.0,,,0.0,,,,27.97268090198561,,,,,,,,,,,,,,,,,,,,,,,,27.77007952018084,146.74969530876461,139.01718863099302 
 07/21  10:00:00,25.255000000000003,2.375,2.375,,,0.0,,,,28.556594342312064,,,,,,,,,,,,,,,,,,,,,,,,28.334504274338627,173.322049868959,173.0835310705933 
 07/21  11:00:00,27.649,0.75,0.75,,,0.0,,,,29.101624804622407,,,,,,,,,,,,,,,,,,,,,,,,28.911118537772506,159.39216747753022,162.00452659487053 
 07/21  12:00:00,29.454,0.0,0.0,,,0.0,,,,29.551271897753857,,,,,,,,,,,,,,,,,,,,,,,,29.406173716576966,126.48073457578913,131.1947453397145 
 07/21  13:00:00,30.784,0.0,0.0,,,0.0,,,,29.950684616620862,,,,,,,,,,,,,,,,,,,,,,,,29.811731391159228,120.55737332230642,117.78719878113712 
