Boiler CE,Boiler space heating CE,Boiler space cooling CE,Boiler space cond'g CE,Boiler DHW CE,Chiller CE,Chiller heat rej. pump CE,System auxiliary energy CE,DHW & solar heating pump CE,Lights CE,Boiler pump CE [obs],System air fan CE [obs],Aux mech vent fan CE [obs],Sys Boiler process CE,Sys Chiller process CE
0.40802217,0.40802217,0.0,0.40802217,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.33160496,0.33160496,0.0,0.33160496,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.2886574,0.2886574,0.0,0.2886574,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.27698806,0.27698806,0.0,0.27698806,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.28055048,0.28055048,0.0,0.28055048,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.28753924,0.28753924,0.0,0.28753924,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.2869968,0.2869968,0.0,0.2869968,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.31748834,0.31748834,0.0,0.31748834,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.39340097,0.39340097,0.0,0.39340097,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.41315156,0.41315156,0.0,0.41315156,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.42336464,0.42336464,0.0,0.42336464,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.43234152,0.43234152,0.0,0.43234152,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.43903136,0.43903136,0.0,0.43903136,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.4443745,0.4443745,0.0,0.4443745,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.45028356,0.45028356,0.0,0.45028356,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.45206416,0.45206416,0.0,0.45206416,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.45351523,0.45351523,0.0,0.45351523,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.45502266,0.45502266,0.0,0.45502266,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.45849937,0.45849937,0.0,0.45849937,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.46192425,0.46192425,0.0,0.46192425,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.46549326,0.46549326,0.0,0.46549326,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.4689409,0.4689409,0.0,0.4689409,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.47273573,0.47273573,0.0,0.47273573,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.4749328,0.4749328,0.0,0.4749328,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.4276184,0.4276184,0.0,0.4276184,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.31658524,0.31658524,0.0,0.31658524,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.24030906,0.24030906,0.0,0.24030906,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.2222291,0.2222291,0.0,0.2222291,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.21432105,0.21432105,0.0,0.21432105,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.20987901,0.20987901,0.0,0.20987901,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.21885695,0.21885695,0.0,0.21885695,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.29538023,0.29538023,0.0,0.29538023,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.37842786,0.37842786,0.0,0.37842786,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.4072139,0.4072139,0.0,0.4072139,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.418095,0.418095,0.0,0.418095,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.42328596,0.42328596,0.0,0.42328596,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.42639488,0.42639488,0.0,0.42639488,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.42884082,0.42884082,0.0,0.42884082,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.43017375,0.43017375,0.0,0.43017375,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.43105894,0.43105894,0.0,0.43105894,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.43118653,0.43118653,0.0,0.43118653,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.43073535,0.43073535,0.0,0.43073535,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.4297462,0.4297462,0.0,0.4297462,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.42806426,0.42806426,0.0,0.42806426,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.4274624,0.4274624,0.0,0.4274624,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.42673093,0.42673093,0.0,0.42673093,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.42613995,0.42613995,0.0,0.42613995,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.4253193,0.4253193,0.0,0.4253193,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.42003134,0.42003134,0.0,0.42003134,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.40969253,0.40969253,0.0,0.40969253,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.3988682,0.3988682,0.0,0.3988682,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.3909123,0.3909123,0.0,0.3909123,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.38939244,0.38939244,0.0,0.38939244,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.39181462,0.39181462,0.0,0.39181462,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.39607662,0.39607662,0.0,0.39607662,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.40198734,0.40198734,0.0,0.40198734,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.40676177,0.40676177,0.0,0.40676177,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.40818274,0.40818274,0.0,0.40818274,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.40787753,0.40787753,0.0,0.40787753,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.40712,0.40712,0.0,0.40712,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.40613684,0.40613684,0.0,0.40613684,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.40481842,0.40481842,0.0,0.40481842,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.4022384,0.4022384,0.0,0.4022384,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.39968005,0.39968005,0.0,0.39968005,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.39830053,0.39830053,0.0,0.39830053,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.39801502,0.39801502,0.0,0.39801502,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.39712304,0.39712304,0.0,0.39712304,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.39492553,0.39492553,0.0,0.39492553,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.39131767,0.39131767,0.0,0.39131767,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.3879578,0.3879578,0.0,0.3879578,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.3863571,0.3863571,0.0,0.3863571,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.38372433,0.38372433,0.0,0.38372433,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.37632796,0.37632796,0.0,0.37632796,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.36616996,0.36616996,0.0,0.36616996,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.35351056,0.35351056,0.0,0.35351056,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.34238386,0.34238386,0.0,0.34238386,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.34338495,0.34338495,0.0,0.34338495,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.35097495,0.35097495,0.0,0.35097495,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.3535351,0.3535351,0.0,0.3535351,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.35595992,0.35595992,0.0,0.35595992,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.35872802,0.35872802,0.0,0.35872802,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.3581181,0.3581181,0.0,0.3581181,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.35590935,0.35590935,0.0,0.35590935,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.35385773,0.35385773,0.0,0.35385773,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.35057563,0.35057563,0.0,0.35057563,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.34713575,0.34713575,0.0,0.34713575,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.34484902,0.34484902,0.0,0.34484902,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.34324145,0.34324145,0.0,0.34324145,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.3424436,0.3424436,0.0,0.3424436,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.34208834,0.34208834,0.0,0.34208834,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.34098136,0.34098136,0.0,0.34098136,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.33838916,0.33838916,0.0,0.33838916,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.3357495,0.3357495,0.0,0.3357495,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.33403826,0.33403826,0.0,0.33403826,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.33177328,0.33177328,0.0,0.33177328,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.33005223,0.33005223,0.0,0.33005223,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.3227078,0.3227078,0.0,0.3227078,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.30878884,0.30878884,0.0,0.30878884,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.2962166,0.2962166,0.0,0.2962166,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.29533458,0.29533458,0.0,0.29533458,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.29727829,0.29727829,0.0,0.29727829,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.282457,0.282457,0.0,0.282457,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.26502618,0.26502618,0.0,0.26502618,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.27650243,0.27650243,0.0,0.27650243,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.314053,0.314053,0.0,0.314053,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.3305786,0.3305786,0.0,0.3305786,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.33777994,0.33777994,0.0,0.33777994,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.3439673,0.3439673,0.0,0.3439673,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.34924245,0.34924245,0.0,0.34924245,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.3518942,0.3518942,0.0,0.3518942,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.35397655,0.35397655,0.0,0.35397655,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.35629037,0.35629037,0.0,0.35629037,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.35862142,0.35862142,0.0,0.35862142,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.36157882,0.36157882,0.0,0.36157882,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.36553767,0.36553767,0.0,0.36553767,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.368097,0.368097,0.0,0.368097,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.36801755,0.36801755,0.0,0.36801755,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.3673641,0.3673641,0.0,0.3673641,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.36812153,0.36812153,0.0,0.36812153,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.36862108,0.36862108,0.0,0.36862108,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.36106405,0.36106405,0.0,0.36106405,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.34551877,0.34551877,0.0,0.34551877,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.3321163,0.3321163,0.0,0.3321163,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.3268913,0.3268913,0.0,0.3268913,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.32269707,0.32269707,0.0,0.32269707,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.31870738,0.31870738,0.0,0.31870738,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.31394446,0.31394446,0.0,0.31394446,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.31310284,0.31310284,0.0,0.31310284,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.31620118,0.31620118,0.0,0.31620118,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.31478375,0.31478375,0.0,0.31478375,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.31375894,0.31375894,0.0,0.31375894,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.31313643,0.31313643,0.0,0.31313643,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.3128805,0.3128805,0.0,0.3128805,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.31302398,0.31302398,0.0,0.31302398,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.3146452,0.3146452,0.0,0.3146452,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.31602663,0.31602663,0.0,0.31602663,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.3162783,0.3162783,0.0,0.3162783,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.3169082,0.3169082,0.0,0.3169082,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.31705025,0.31705025,0.0,0.31705025,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.31693852,0.31693852,0.0,0.31693852,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.31769505,0.31769505,0.0,0.31769505,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.31818298,0.31818298,0.0,0.31818298,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.31757152,0.31757152,0.0,0.31757152,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.3169202,0.3169202,0.0,0.3169202,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.3137395,0.3137395,0.0,0.3137395,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.30817223,0.30817223,0.0,0.30817223,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.30162954,0.30162954,0.0,0.30162954,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.29267555,0.29267555,0.0,0.29267555,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
0.28797054,0.28797054,0.0,0.28797054,0.0,0.0,0.0,0.18801203,0.0,0.0,,,,0.0,0.0
