System electricity,System natural gas,Total system energy,CoSP rooms heating energy [obs],CoSP rooms cooling energy [obs],CoSP rooms humid. energy [obs],CoSP rooms dehum. energy [obs],CoSP mech vent htg energy [obs],CoSP mech vent clg energy [obs],CoSP mech vent dehum energy [obs],Total CoSP-based energy [obs],Boilers energy,Ap Sys boilers space htg energy [obs],Ap Sys boilers abs. chiller energy [obs],Ap Sys boilers energy,Ap Sys boilers space cond'g energy,Ap Sys boilers DHW energy,ApHVAC boilers energy,ApHVAC boilers space cond'g energy,ApHVAC boilers DHW energy,ApHVAC generic HPs heating energy,ApHVAC generic HPs space htg energy,ApHVAC generic HPs DHW energy,ApHVAC AWHPs heating compressor energy,ApHVAC AWHPs space htg energy,ApHVAC AWHPs DHW energy,ApHVAC AWHPs cooling compressor energy,ApHVAC AWHPs heat acquisition fan energy,ApHVAC AWHPs heat rejection fan energy,ApHVAC AWHPs crankcase heater energy,ApHVAC AWHPs defrost energy,ApHVAC WWHPs heating compressor energy,ApHVAC WWHPs space htg energy,ApHVAC WWHPs DHW energy,ApHVAC WWHPs cooling compressor energy,ApHVAC WWHPs crankcase heater energy,ApHVAC AAHPs heating compressor energy,ApHVAC AAHPs cooling compressor energy,ApHVAC AAHPs heat acquisition fan energy,ApHVAC AAHPs heat rejection fan energy,ApHVAC AAHPs crankcase heater energy,ApHVAC AAHPs defrost energy,ApHVAC WAHPs heating energy,ApHVAC WAHPs cooling energy,ApHVAC EHC heating energy,ApHVAC VRF heating compressor energy,ApHVAC VRF cooling compressor energy,ApHVAC VRF heat acquisition fan energy,ApHVAC VRF heat rejection fan energy,ApHVAC VRF crankcase heater energy,ApHVAC VRF defrost energy,ApHVAC VRF ER backup HS energy,ApHVAC other htg plant energy,ApHVAC other htg plant sp cond energy,ApHVAC other htg plant DHW energy,ApHVAC direct acting heaters energy,Chillers energy,Ap Sys chillers energy,ApHVAC chillers energy,MEC lighting energy,MEC elevators motor energy,MEC escalators energy,MEC pumps energy,MEC process fans energy,MEC elevators fan energy,MEC elevators lighting energy,MEC refrigeration,ApHVAC unitary cooling systems energy,ApHVAC DX cooling systems energy,ApHVAC direct acting coolers energy,ApHVAC fans energy [obs],ApHVAC pumps energy [obs],ApHVAC distr fans energy,ApHVAC distr pumps energy,ApHVAC heat rej fans/pumps energy,ApHVAC heat acq fans/pumps energy,ApHVAC boiler parasitic energy,ApHVAC HR & spray pumps energy,Ap Sys aux + DHW/solar pumps energy,Ap Sys heat rej fans/pumps energy,Ap Sys fans/pumps/ctrls energy [obs],PV generated electricity,Wind generated electricity,CHP energy consumption,CHP generated electricity,NCM heating energy,NCM cooling energy,NCM auxiliary energy,NCM lighting energy,NCM DHW energy,NCM total energy [ex renewables],NCM heat pump energy,NCM primary energy,PRM electricity,PRM fossil fuels,PRM electricity generation,PRM other fuels,PRM net electricity,PRM system electricity,PRM system fossil fuels,PRM system other fuels,System LPG,System biogas,System oil,System coal,System anthracite,System smokeless,System dual fuel,System biomass,System electricity (misc.),System grid disp. elec.,System waste heat,System Misc. A,System Misc. B,System Misc. C,System Misc. D,System Misc. E,System Misc. F,System Misc. G,System Misc. H,System Misc. I,System Misc. J,System Misc. K,System Misc. L,System Misc. M,System Misc. N,System Misc. O,System Misc. P,System Misc. Q,System Misc. R,System Misc. S,System Misc. T,System Misc. U,System Misc. V,System Misc. W,System Misc. X,System Misc. Y,System Misc. Z,System grid displaced elec. PV,System bivalent heating fuel,Lights nat. gas,Lights LPG,Lights biogas,Lights oil,Lights coal,Lights anthracite,Lights smokeless,Lights dual fuel,Lights biomass,Lights electricity,Lights grid disp. elec.,Lights waste heat,Lights Misc. A,Lights Misc. B,Lights Misc. C,Lights Misc. D,Lights Misc. E,Lights Misc. F,Lights Misc. G,Lights Misc. H,Lights Misc. I,Lights Misc. J,Lights Misc. K,Lights Misc. L,Lights Misc. M,Lights Misc. N,Lights Misc. O,Lights Misc. P,Lights Misc. Q,Lights Misc. R,Lights Misc. S,Lights Misc. T,Lights Misc. U,Lights Misc. V,Lights Misc. W,Lights Misc. X,Lights Misc. Y,Lights Misc. Z,Total lights energy,Equip nat. gas,Equip LPG,Equip biogas,Equip oil,Equip coal,Equip anthracite,Equip smokeless,Equip dual fuel,Equip biomass,Equip electricity,Equip grid disp. elec.,Equip waste heat,Equip Misc. A,Equip Misc. B,Equip Misc. C,Equip Misc. D,Equip Misc. E,Equip Misc. F,Equip Misc. G,Equip Misc. H,Equip Misc. I,Equip Misc. J,Equip Misc. K,Equip Misc. L,Equip Misc. M,Equip Misc. N,Equip Misc. O,Equip Misc. P,Equip Misc. Q,Equip Misc. R,Equip Misc. S,Equip Misc. T,Equip Misc. U,Equip Misc. V,Equip Misc. W,Equip Misc. X,Equip Misc. Y,Equip Misc. Z,Total equip energy,Total nat. gas,Total LPG,Total biogas,Total oil,Total coal,Total anthracite,Total smokeless,Total dual fuel,Total biomass,Total electricity,Total electricity (misc.),Total grid disp. elec.,Total waste heat,Total Misc. A,Total Misc. B,Total Misc. C,Total Misc. D,Total Misc. E,Total Misc. F,Total Misc. G,Total Misc. H,Total Misc. I,Total Misc. J,Total Misc. K,Total Misc. L,Total Misc. M,Total Misc. N,Total Misc. O,Total Misc. P,Total Misc. Q,Total Misc. R,Total Misc. S,Total Misc. T,Total Misc. U,Total Misc. V,Total Misc. W,Total Misc. X,Total Misc. Y,Total Misc. Z,Total grid displaced elec. PV,Total bivalent heating fuel,Total energy,GSHP Heating Power,GSHP Cooling Power,GSHP Heating COP/EER,GSHP Cooling COP/EER,GSHP Entering Fluid Temps,GSHP Exiting Fluid Temps,Transformer Losses
4229.309,7490.2,11719.51,,,,,,,,,7490.2,,,7490.2,7490.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4229.309,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7490.2,,,,,,,,,4229.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11719.51,,,,,,,
4229.309,7518.647,11747.956,,,,,,,,,7518.647,,,7518.647,7518.647,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4229.309,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7518.647,,,,,,,,,4229.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11747.956,,,,,,,
4229.309,7551.876,11781.186,,,,,,,,,7551.876,,,7551.876,7551.876,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4229.309,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7551.876,,,,,,,,,4229.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11781.186,,,,,,,
4229.309,7569.313,11798.622,,,,,,,,,7569.313,,,7569.313,7569.313,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4229.309,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7569.313,,,,,,,,,4229.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11798.622,,,,,,,
4229.309,7575.6885,11804.998,,,,,,,,,7575.6885,,,7575.6885,7575.6885,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4229.309,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7575.6885,,,,,,,,,4229.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11804.998,,,,,,,
4229.309,7568.7183,11798.027,,,,,,,,,7568.7183,,,7568.7183,7568.7183,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4229.309,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7568.7183,,,,,,,,,4229.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11798.027,,,,,,,
4229.309,7549.0537,11778.363,,,,,,,,,7549.0537,,,7549.0537,7549.0537,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4229.309,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7549.0537,,,,,,,,,4229.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11778.363,,,,,,,
4229.309,7541.508,11770.816,,,,,,,,,7541.508,,,7541.508,7541.508,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4229.309,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7541.508,,,,,,,,,4229.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11770.816,,,,,,,
4229.309,7556.535,11785.844,,,,,,,,,7556.535,,,7556.535,7556.535,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4229.309,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7556.535,,,,,,,,,4229.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11785.844,,,,,,,
4229.309,7579.822,11809.131,,,,,,,,,7579.822,,,7579.822,7579.822,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4229.309,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7579.822,,,,,,,,,4229.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11809.131,,,,,,,
4229.309,7537.3896,11766.699,,,,,,,,,7537.3896,,,7537.3896,7537.3896,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4229.309,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7537.3896,,,,,,,,,4229.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11766.699,,,,,,,
4229.309,6529.1646,10758.474,,,,,,,,,6529.1646,,,6529.1646,6529.1646,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4229.309,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6529.1646,,,,,,,,,4229.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10758.474,,,,,,,
4229.309,4789.306,9018.615,,,,,,,,,4789.306,,,4789.306,4789.306,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4229.309,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4789.306,,,,,,,,,4229.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9018.615,,,,,,,
4229.309,4974.084,9203.393,,,,,,,,,4974.084,,,4974.084,4974.084,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4229.309,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4974.084,,,,,,,,,4229.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9203.393,,,,,,,
4229.309,5400.5903,9629.899,,,,,,,,,5400.5903,,,5400.5903,5400.5903,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4229.309,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5400.5903,,,,,,,,,4229.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9629.899,,,,,,,
4229.309,5590.56,9819.869,,,,,,,,,5590.56,,,5590.56,5590.56,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4229.309,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5590.56,,,,,,,,,4229.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9819.869,,,,,,,
4229.309,5813.814,10043.123,,,,,,,,,5813.814,,,5813.814,5813.814,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4229.309,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5813.814,,,,,,,,,4229.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10043.123,,,,,,,
4229.309,6004.765,10234.074,,,,,,,,,6004.765,,,6004.765,6004.765,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4229.309,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6004.765,,,,,,,,,4229.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10234.074,,,,,,,
4229.309,6292.936,10522.245,,,,,,,,,6292.936,,,6292.936,6292.936,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4229.309,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6292.936,,,,,,,,,4229.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10522.245,,,,,,,
4229.309,6656.4727,10885.781,,,,,,,,,6656.4727,,,6656.4727,6656.4727,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4229.309,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6656.4727,,,,,,,,,4229.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10885.781,,,,,,,
4229.309,6874.8857,11104.195,,,,,,,,,6874.8857,,,6874.8857,6874.8857,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4229.309,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6874.8857,,,,,,,,,4229.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11104.195,,,,,,,
4229.309,6999.672,11228.98,,,,,,,,,6999.672,,,6999.672,6999.672,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4229.309,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6999.672,,,,,,,,,4229.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11228.98,,,,,,,
4229.309,7116.5283,11345.838,,,,,,,,,7116.5283,,,7116.5283,7116.5283,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4229.309,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7116.5283,,,,,,,,,4229.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11345.838,,,,,,,
4229.309,7199.369,11428.678,,,,,,,,,7199.369,,,7199.369,7199.369,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4229.309,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7199.369,,,,,,,,,4229.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11428.678,,,,,,,
4229.309,7256.3525,11485.662,,,,,,,,,7256.3525,,,7256.3525,7256.3525,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4229.309,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7256.3525,,,,,,,,,4229.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11485.662,,,,,,,
4229.309,7308.204,11537.514,,,,,,,,,7308.204,,,7308.204,7308.204,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4229.309,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7308.204,,,,,,,,,4229.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11537.514,,,,,,,
4229.309,7366.075,11595.385,,,,,,,,,7366.075,,,7366.075,7366.075,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4229.309,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7366.075,,,,,,,,,4229.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11595.385,,,,,,,
4229.309,7405.0713,11634.381,,,,,,,,,7405.0713,,,7405.0713,7405.0713,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4229.309,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7405.0713,,,,,,,,,4229.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11634.381,,,,,,,
4229.309,7429.5327,11658.842,,,,,,,,,7429.5327,,,7429.5327,7429.5327,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4229.309,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7429.5327,,,,,,,,,4229.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11658.842,,,,,,,
4229.309,7445.245,11674.555,,,,,,,,,7445.245,,,7445.245,7445.245,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4229.309,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7445.245,,,,,,,,,4229.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11674.555,,,,,,,
4229.309,7428.731,11658.04,,,,,,,,,7428.731,,,7428.731,7428.731,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4229.309,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7428.731,,,,,,,,,4229.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11658.04,,,,,,,
4229.309,7407.1855,11636.494,,,,,,,,,7407.1855,,,7407.1855,7407.1855,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4229.309,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7407.1855,,,,,,,,,4229.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11636.494,,,,,,,
4229.309,7410.6934,11640.002,,,,,,,,,7410.6934,,,7410.6934,7410.6934,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4229.309,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7410.6934,,,,,,,,,4229.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11640.002,,,,,,,
4229.309,7382.4795,11611.789,,,,,,,,,7382.4795,,,7382.4795,7382.4795,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4229.309,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7382.4795,,,,,,,,,4229.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11611.789,,,,,,,
