Room heating plant sens. load,Room hum. plant load,System air heating load,Aux vent heating load,DHW heating demand,DHW flow rate,Solar heating system input,Solar htg system tank temp,DHW solar htg system panel temp,DHW solar htg system flow rate,DHW solar heat input,Boiler load,Boiler space heating load,Boiler space cooling load,Boiler space cond'g load,Boiler DHW load,CH[C]P heat contribution,Room cooling plant sens. load,Room dehum. plant load,System air sens. clg. load,System air lat. clg. load,Aux vent sens. clg. load,Aux vent lat. clg. load,Chiller load,System air flow rate,System air heat recovery temp,System air supply temperature,System air supply moisture content,Aux vent flow rate,Boiler process load,Chiller process load,Process heat removal,Process heat available for recovery,Process heat recovered,Process heat recovery heat pump
1223.4868,0.0,0.0,0.0,0.0,,0.0,,,,,1361.129,1361.129,0.0,1361.129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.650001,9.650001,0.006114051,0.0,0.0,0.0,0.0,0.0,0.0,0.0
874.4034,0.0,0.0,0.0,0.0,,0.0,,,,,972.7738,972.7738,0.0,972.7738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.150001,10.150001,0.0062589967,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268.7408,0.0,0.0,0.0,0.0,,0.0,,,,,298.97412,298.97412,0.0,298.97412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.05,11.05,0.0064224643,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123.10367,0.0,0.0,0.0,0.0,,0.0,,,,,136.95282,136.95282,0.0,136.95282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.950001,11.950001,0.006454886,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305.18625,0.0,0.0,0.0,0.0,,0.0,,,,,339.51965,339.51965,0.0,339.51965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.300001,11.300001,0.006270754,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498.32806,0.0,0.0,0.0,0.0,,0.0,,,,,554.38995,554.38995,0.0,554.38995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.550001,11.550001,0.0061646514,0.0,0.0,0.0,0.0,0.0,0.0,0.0
919.1052,0.0,0.0,0.0,0.0,,0.0,,,,,1022.5046,1022.5046,0.0,1022.5046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.150001,12.150001,0.0060928683,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1864.4769,0.0,0.0,0.0,0.0,,0.0,,,,,2074.2305,2074.2305,0.0,2074.2305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.35,10.35,0.006130245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2396.7031,0.0,0.0,0.0,0.0,,0.0,,,,,2666.332,2666.332,0.0,2666.332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.85,8.85,0.006232271,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2610.9714,0.0,0.0,0.0,0.0,,0.0,,,,,2904.7056,2904.7056,0.0,2904.7056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.75,8.75,0.006099101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2746.1145,0.0,0.0,0.0,0.0,,0.0,,,,,3055.0522,3055.0522,0.0,3055.0522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.45,8.45,0.005922019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2872.5195,0.0,0.0,0.0,0.0,,0.0,,,,,3195.678,3195.678,0.0,3195.678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.85,7.85,0.0056201494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2993.1787,0.0,0.0,0.0,0.0,,0.0,,,,,3329.9111,3329.9111,0.0,3329.9111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1000004,7.1000004,0.0054750843,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3098.4053,0.0,0.0,0.0,0.0,,0.0,,,,,3446.9756,3446.9756,0.0,3446.9756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,6.5,0.005439154,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3180.7822,0.0,0.0,0.0,0.0,,0.0,,,,,3538.62,3538.62,0.0,3538.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,6.1,0.0053214254,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3258.0356,0.0,0.0,0.0,0.0,,0.0,,,,,3624.5645,3624.5645,0.0,3624.5645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6500006,5.6500006,0.0051877527,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3337.3516,0.0,0.0,0.0,0.0,,0.0,,,,,3712.8032,3712.8032,0.0,3712.8032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.3,0.0050550853,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3424.747,0.0,0.0,0.0,0.0,,0.0,,,,,3810.0312,3810.0312,0.0,3810.0312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,4.75,0.0049316874,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3504.9062,0.0,0.0,0.0,0.0,,0.0,,,,,3899.2083,3899.2083,0.0,3899.2083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,4.2,0.004812074,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3226.4243,0.0,0.0,0.0,0.0,,0.0,,,,,3589.397,3589.397,0.0,3589.397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,3.75,0.0046555353,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2461.89,0.0,0.0,0.0,0.0,,0.0,,,,,2738.8525,2738.8525,0.0,2738.8525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2000003,4.2000003,0.004658532,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1609.3958,0.0,0.0,0.0,0.0,,0.0,,,,,1790.4529,1790.4529,0.0,1790.4529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,5.7,0.0047671613,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843.42847,0.0,0.0,0.0,0.0,,0.0,,,,,938.3143,938.3143,0.0,938.3143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.200001,7.200001,0.005021767,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345.25278,0.0,0.0,0.0,0.0,,0.0,,,,,384.0937,384.0937,0.0,384.0937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,8.7,0.005133033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84.10326,0.0,0.0,0.0,0.0,,0.0,,,,,93.564865,93.564865,0.0,93.564865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,10.1,0.0051379725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.619623,0.0,0.0,0.0,0.0,,0.0,,,,,17.376833,17.376833,0.0,17.376833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.300001,11.300001,0.005150165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3260411,0.0,0.0,0.0,0.0,,0.0,,,,,0.3627207,0.3627207,0.0,0.3627207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.350001,12.350001,0.004970622,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.400002,13.400002,0.0050627366,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.900001,13.900001,0.005031741,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.49324,0.0,0.0,0.0,0.0,,0.0,,,,,12.78623,12.78623,0.0,12.78623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.400001,13.400001,0.0051978175,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308.11084,0.0,0.0,0.0,0.0,,0.0,,,,,342.7733,342.7733,0.0,342.7733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.800001,12.800001,0.00540641,0.0,0.0,0.0,0.0,0.0,0.0,0.0
753.1187,0.0,0.0,0.0,0.0,,0.0,,,,,837.84454,837.84454,0.0,837.84454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.099999,12.099999,0.004945921,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1511.8136,0.0,0.0,0.0,0.0,,0.0,,,,,1681.8926,1681.8926,0.0,1681.8926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.65,10.65,0.0048612324,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2106.1519,0.0,0.0,0.0,0.0,,0.0,,,,,2343.0938,2343.0938,0.0,2343.0938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.25,9.25,0.005367541,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2386.097,0.0,0.0,0.0,0.0,,0.0,,,,,2654.5327,2654.5327,0.0,2654.5327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.45,8.45,0.0056634787,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2567.7136,0.0,0.0,0.0,0.0,,0.0,,,,,2856.5813,2856.5813,0.0,2856.5813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,8.1,0.005683606,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2686.0483,0.0,0.0,0.0,0.0,,0.0,,,,,2988.2288,2988.2288,0.0,2988.2288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.05,8.05,0.0058332775,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2743.2812,0.0,0.0,0.0,0.0,,0.0,,,,,3051.9004,3051.9004,0.0,3051.9004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.35,8.35,0.0061818087,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2744.4668,0.0,0.0,0.0,0.0,,0.0,,,,,3053.2192,3053.2192,0.0,3053.2192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.000001,9.000001,0.00652402,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2720.0684,0.0,0.0,0.0,0.0,,0.0,,,,,3026.076,3026.076,0.0,3026.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.650001,9.650001,0.006925582,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2690.8174,0.0,0.0,0.0,0.0,,0.0,,,,,2993.5342,2993.5342,0.0,2993.5342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.150001,10.150001,0.007220533,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2663.9739,0.0,0.0,0.0,0.0,,0.0,,,,,2963.6711,2963.6711,0.0,2963.6711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.500001,10.500001,0.0073524914,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2649.6868,0.0,0.0,0.0,0.0,,0.0,,,,,2947.7764,2947.7764,0.0,2947.7764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.65,10.65,0.007382894,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2623.6042,0.0,0.0,0.0,0.0,,0.0,,,,,2918.7598,2918.7598,0.0,2918.7598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.699999,10.699999,0.007361593,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2468.62,0.0,0.0,0.0,0.0,,0.0,,,,,2746.3398,2746.3398,0.0,2746.3398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.75,10.75,0.007387598,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2142.2488,0.0,0.0,0.0,0.0,,0.0,,,,,2383.2515,2383.2515,0.0,2383.2515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.007518909,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1857.0991,0.0,0.0,0.0,0.0,,0.0,,,,,2066.0227,2066.0227,0.0,2066.0227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3,11.3,0.00763054,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1698.6504,0.0,0.0,0.0,0.0,,0.0,,,,,1889.7483,1889.7483,0.0,1889.7483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,11.6,0.0076475106,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531.8701,0.0,0.0,0.0,0.0,,0.0,,,,,1704.2056,1704.2056,0.0,1704.2056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.800001,11.800001,0.0076106554,0.0,0.0,0.0,0.0,0.0,0.0,0.0
971.32776,0.0,0.0,0.0,0.0,,0.0,,,,,1080.6022,1080.6022,0.0,1080.6022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0077036396,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303.19644,0.0,0.0,0.0,0.0,,0.0,,,,,337.30603,337.30603,0.0,337.30603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.95,13.95,0.0077804383,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.3919115,0.0,0.0,0.0,0.0,,0.0,,,,,5.998501,5.998501,0.0,5.998501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,14.5,0.0075961687,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.35,14.35,0.007710642,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.950001,13.950001,0.0068503525,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.700001,13.700001,0.005712641,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.062038,0.0,0.0,0.0,0.0,,0.0,,,,,21.206516,21.206516,0.0,21.206516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.350001,13.350001,0.005311381,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683.10864,0.0,0.0,0.0,0.0,,0.0,,,,,759.95825,759.95825,0.0,759.95825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.000001,12.000001,0.0049428665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1443.3517,0.0,0.0,0.0,0.0,,0.0,,,,,1605.7286,1605.7286,0.0,1605.7286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.700001,10.700001,0.004969191,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1943.5408,0.0,0.0,0.0,0.0,,0.0,,,,,2162.189,2162.189,0.0,2162.189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.599999,9.599999,0.0051340396,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2273.9214,0.0,0.0,0.0,0.0,,0.0,,,,,2529.7373,2529.7373,0.0,2529.7373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,8.6,0.0051335148,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2486.9614,0.0,0.0,0.0,0.0,,0.0,,,,,2766.7446,2766.7446,0.0,2766.7446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.85,7.85,0.005033195,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2651.1174,0.0,0.0,0.0,0.0,,0.0,,,,,2949.3682,2949.3682,0.0,2949.3682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25,7.25,0.0050394246,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2780.1797,0.0,0.0,0.0,0.0,,0.0,,,,,3092.9497,3092.9497,0.0,3092.9497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,6.8,0.0050252983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2892.0718,0.0,0.0,0.0,0.0,,0.0,,,,,3217.4297,3217.4297,0.0,3217.4297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.35,6.35,0.004972217,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3002.2117,0.0,0.0,0.0,0.0,,0.0,,,,,3339.9602,3339.9602,0.0,3339.9602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7000003,5.7000003,0.004926044,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3110.2322,0.0,0.0,0.0,0.0,,0.0,,,,,3460.1333,3460.1333,0.0,3460.1333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.004786622,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3205.6252,0.0,0.0,0.0,0.0,,0.0,,,,,3566.2578,3566.2578,0.0,3566.2578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4500003,4.4500003,0.004706453,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2796.884,0.0,0.0,0.0,0.0,,0.0,,,,,3111.5334,3111.5334,0.0,3111.5334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4500003,4.4500003,0.004706453,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1958.941,0.0,0.0,0.0,0.0,,0.0,,,,,2179.3218,2179.3218,0.0,2179.3218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2500005,5.2500005,0.0047994326,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1247.2681,0.0,0.0,0.0,0.0,,0.0,,,,,1387.5858,1387.5858,0.0,1387.5858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6500006,6.6500006,0.0049676592,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513.99274,0.0,0.0,0.0,0.0,,0.0,,,,,571.8169,571.8169,0.0,571.8169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.35,8.35,0.0049049524,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204.89973,0.0,0.0,0.0,0.0,,0.0,,,,,227.95096,227.95096,0.0,227.95096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.700001,9.700001,0.004710332,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115.041855,0.0,0.0,0.0,0.0,,0.0,,,,,127.984055,127.984055,0.0,127.984055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,10.7,0.0047980207,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106.59132,0.0,0.0,0.0,0.0,,0.0,,,,,118.58284,118.58284,0.0,118.58284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.150001,11.150001,0.0050824434,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113.85855,0.0,0.0,0.0,0.0,,0.0,,,,,126.66763,126.66763,0.0,126.66763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.65,10.65,0.005381396,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93.30604,0.0,0.0,0.0,0.0,,0.0,,,,,103.80296,103.80296,0.0,103.80296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,11.25,0.0055252546,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78.698746,0.0,0.0,0.0,0.0,,0.0,,,,,87.55235,87.55235,0.0,87.55235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,12.2,0.0053007477,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170.85345,0.0,0.0,0.0,0.0,,0.0,,,,,190.07443,190.07443,0.0,190.07443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,11.8,0.005336033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510.94016,0.0,0.0,0.0,0.0,,0.0,,,,,568.4209,568.4209,0.0,568.4209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.400001,10.400001,0.005663768,0.0,0.0,0.0,0.0,0.0,0.0,0.0
938.3151,0.0,0.0,0.0,0.0,,0.0,,,,,1043.8755,1043.8755,0.0,1043.8755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.85,8.85,0.0057093566,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1486.211,0.0,0.0,0.0,0.0,,0.0,,,,,1653.4097,1653.4097,0.0,1653.4097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.750001,8.750001,0.0055792765,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2171.2383,0.0,0.0,0.0,0.0,,0.0,,,,,2415.5024,2415.5024,0.0,2415.5024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.85,8.85,0.0052815783,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2424.4058,0.0,0.0,0.0,0.0,,0.0,,,,,2697.1514,2697.1514,0.0,2697.1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.250001,8.250001,0.005071819,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2583.1138,0.0,0.0,0.0,0.0,,0.0,,,,,2873.714,2873.714,0.0,2873.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7000003,7.7000003,0.0051794434,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2704.3582,0.0,0.0,0.0,0.0,,0.0,,,,,3008.5984,3008.5984,0.0,3008.5984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2999997,7.2999997,0.0053071724,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2788.3447,0.0,0.0,0.0,0.0,,0.0,,,,,3102.0334,3102.0334,0.0,3102.0334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.200001,7.200001,0.005349496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2838.1074,0.0,0.0,0.0,0.0,,0.0,,,,,3157.3943,3157.3943,0.0,3157.3943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,7.3,0.0053903256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2886.2388,0.0,0.0,0.0,0.0,,0.0,,,,,3210.9407,3210.9407,0.0,3210.9407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,7.2,0.0054743355,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2925.0608,0.0,0.0,0.0,0.0,,0.0,,,,,3254.1301,3254.1301,0.0,3254.1301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1500006,7.1500006,0.005579129,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2957.9375,0.0,0.0,0.0,0.0,,0.0,,,,,3290.706,3290.706,0.0,3290.706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1500006,7.1500006,0.005579129,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2989.5132,0.0,0.0,0.0,0.0,,0.0,,,,,3325.8335,3325.8335,0.0,3325.8335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1000004,7.1000004,0.0055584507,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2702.3713,0.0,0.0,0.0,0.0,,0.0,,,,,3006.388,3006.388,0.0,3006.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,7.4,0.005557073,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2153.3296,0.0,0.0,0.0,0.0,,0.0,,,,,2395.579,2395.579,0.0,2395.579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.200001,8.200001,0.005429007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1767.9438,0.0,0.0,0.0,0.0,,0.0,,,,,1966.8374,1966.8374,0.0,1966.8374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,9.3,0.005519424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1616.2366,0.0,0.0,0.0,0.0,,0.0,,,,,1798.063,1798.063,0.0,1798.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.35,10.35,0.0058174543,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1643.8713,0.0,0.0,0.0,0.0,,0.0,,,,,1828.8069,1828.8069,0.0,1828.8069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.150001,10.150001,0.0059908153,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1164.6042,0.0,0.0,0.0,0.0,,0.0,,,,,1295.6222,1295.6222,0.0,1295.6222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.400001,9.400001,0.0056502684,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489.17844,0.0,0.0,0.0,0.0,,0.0,,,,,544.211,544.211,0.0,544.211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.050001,10.050001,0.004773773,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164.51118,0.0,0.0,0.0,0.0,,0.0,,,,,183.01869,183.01869,0.0,183.01869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.200001,11.200001,0.0041192863,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73.43249,0.0,0.0,0.0,0.0,,0.0,,,,,81.693634,81.693634,0.0,81.693634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,11.9,0.003908526,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.9744024,0.0,0.0,0.0,0.0,,0.0,,,,,7.7590227,7.7590227,0.0,7.7590227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.800001,11.800001,0.0042476826,0.0,0.0,0.0,0.0,0.0,0.0,0.0
