Boiler energy,Boiler space heating energy,Boiler space cooling energy,Boiler space cond'g energy,Boiler DHW energy,Chiller energy,Chiller heat rej fans/pumps energy,System auxiliary energy,DHW & solar heating pump energy,Lights energy,Boiler pump energy [obs],System air fan energy [obs],Aux mech vent fan energy [obs],Boiler process energy,Chiller process energy
3742.113,3742.113,0.0,3742.113,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
3664.5542,3664.5542,0.0,3664.5542,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
3821.3118,3821.3118,0.0,3821.3118,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5157.4336,5157.4336,0.0,5157.4336,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
6607.471,6607.471,0.0,6607.471,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
7110.0835,7110.0835,0.0,7110.0835,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
7300.0713,7300.0713,0.0,7300.0713,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
7390.707,7390.707,0.0,7390.707,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
7444.9907,7444.9907,0.0,7444.9907,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
7487.697,7487.697,0.0,7487.697,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
7510.9707,7510.9707,0.0,7510.9707,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
7526.427,7526.427,0.0,7526.427,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
7528.654,7528.654,0.0,7528.654,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
7520.7754,7520.7754,0.0,7520.7754,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
7503.506,7503.506,0.0,7503.506,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
7474.1377,7474.1377,0.0,7474.1377,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
7463.629,7463.629,0.0,7463.629,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
7450.858,7450.858,0.0,7450.858,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
7440.54,7440.54,0.0,7440.54,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
7426.21,7426.21,0.0,7426.21,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
7333.881,7333.881,0.0,7333.881,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
7153.3613,7153.3613,0.0,7153.3613,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
6964.365,6964.365,0.0,6964.365,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
6825.453,6825.453,0.0,6825.453,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
6798.916,6798.916,0.0,6798.916,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
6841.2075,6841.2075,0.0,6841.2075,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
6915.6235,6915.6235,0.0,6915.6235,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
7018.826,7018.826,0.0,7018.826,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
7102.1904,7102.1904,0.0,7102.1904,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
7127.0,7127.0,0.0,7127.0,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
7121.6714,7121.6714,0.0,7121.6714,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
7108.444,7108.444,0.0,7108.444,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
7091.279,7091.279,0.0,7091.279,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
7068.259,7068.259,0.0,7068.259,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
7023.21,7023.21,0.0,7023.21,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
6978.54,6978.54,0.0,6978.54,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
6954.454,6954.454,0.0,6954.454,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
6949.4688,6949.4688,0.0,6949.4688,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
6933.8945,6933.8945,0.0,6933.8945,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
6895.525,6895.525,0.0,6895.525,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
6832.531,6832.531,0.0,6832.531,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
6773.8667,6773.8667,0.0,6773.8667,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
6745.918,6745.918,0.0,6745.918,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
6699.9487,6699.9487,0.0,6699.9487,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
6570.8057,6570.8057,0.0,6570.8057,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
6393.4443,6393.4443,0.0,6393.4443,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
6172.407,6172.407,0.0,6172.407,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5978.131,5978.131,0.0,5978.131,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5995.6104,5995.6104,0.0,5995.6104,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
6128.1343,6128.1343,0.0,6128.1343,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
6172.8354,6172.8354,0.0,6172.8354,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
6215.173,6215.173,0.0,6215.173,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
6263.506,6263.506,0.0,6263.506,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
6252.856,6252.856,0.0,6252.856,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
6214.2905,6214.2905,0.0,6214.2905,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
6178.4688,6178.4688,0.0,6178.4688,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
6121.1616,6121.1616,0.0,6121.1616,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
6061.1,6061.1,0.0,6061.1,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
6021.1733,6021.1733,0.0,6021.1733,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5993.105,5993.105,0.0,5993.105,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5979.174,5979.174,0.0,5979.174,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5972.971,5972.971,0.0,5972.971,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5953.643,5953.643,0.0,5953.643,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5908.383,5908.383,0.0,5908.383,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5862.2925,5862.2925,0.0,5862.2925,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5832.414,5832.414,0.0,5832.414,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5792.866,5792.866,0.0,5792.866,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5762.8164,5762.8164,0.0,5762.8164,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5634.5806,5634.5806,0.0,5634.5806,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5391.551,5391.551,0.0,5391.551,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5172.036,5172.036,0.0,5172.036,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5156.6353,5156.6353,0.0,5156.6353,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5190.5737,5190.5737,0.0,5190.5737,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4931.7886,4931.7886,0.0,4931.7886,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4627.4414,4627.4414,0.0,4627.4414,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4827.82,4827.82,0.0,4827.82,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5483.465,5483.465,0.0,5483.465,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5772.008,5772.008,0.0,5772.008,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5897.7446,5897.7446,0.0,5897.7446,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
6005.7783,6005.7783,0.0,6005.7783,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
6097.884,6097.884,0.0,6097.884,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
6144.185,6144.185,0.0,6144.185,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
6180.543,6180.543,0.0,6180.543,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
6220.9434,6220.9434,0.0,6220.9434,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
6261.6445,6261.6445,0.0,6261.6445,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
6313.2817,6313.2817,0.0,6313.2817,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
6382.4043,6382.4043,0.0,6382.4043,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
6427.0903,6427.0903,0.0,6427.0903,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
6425.7036,6425.7036,0.0,6425.7036,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
6414.294,6414.294,0.0,6414.294,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
6427.5186,6427.5186,0.0,6427.5186,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
6436.241,6436.241,0.0,6436.241,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
6304.2925,6304.2925,0.0,6304.2925,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
6032.8677,6032.8677,0.0,6032.8677,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5798.8564,5798.8564,0.0,5798.8564,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5707.626,5707.626,0.0,5707.626,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5634.3936,5634.3936,0.0,5634.3936,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5564.732,5564.732,0.0,5564.732,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5481.57,5481.57,0.0,5481.57,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5466.8755,5466.8755,0.0,5466.8755,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5520.973,5520.973,0.0,5520.973,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5496.225,5496.225,0.0,5496.225,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5478.3306,5478.3306,0.0,5478.3306,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5467.4614,5467.4614,0.0,5467.4614,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5462.9927,5462.9927,0.0,5462.9927,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5465.4985,5465.4985,0.0,5465.4985,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5493.8057,5493.8057,0.0,5493.8057,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5517.926,5517.926,0.0,5517.926,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5522.3203,5522.3203,0.0,5522.3203,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5533.318,5533.318,0.0,5533.318,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5535.7983,5535.7983,0.0,5535.7983,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5533.847,5533.847,0.0,5533.847,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5547.0566,5547.0566,0.0,5547.0566,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5555.5757,5555.5757,0.0,5555.5757,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5544.8994,5544.8994,0.0,5544.8994,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5533.5273,5533.5273,0.0,5533.5273,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5477.9917,5477.9917,0.0,5477.9917,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5380.785,5380.785,0.0,5380.785,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5266.548,5266.548,0.0,5266.548,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5110.2085,5110.2085,0.0,5110.2085,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5028.0576,5028.0576,0.0,5028.0576,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5076.998,5076.998,0.0,5076.998,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5152.237,5152.237,0.0,5152.237,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5218.651,5218.651,0.0,5218.651,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5279.4175,5279.4175,0.0,5279.4175,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5302.724,5302.724,0.0,5302.724,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5318.346,5318.346,0.0,5318.346,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5338.3643,5338.3643,0.0,5338.3643,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5340.154,5340.154,0.0,5340.154,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5329.265,5329.265,0.0,5329.265,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5299.743,5299.743,0.0,5299.743,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
