Boiler energy,Boiler space heating energy,Boiler space cooling energy,Boiler space cond'g energy,Boiler DHW energy,Chiller energy,Chiller heat rej fans/pumps energy,System auxiliary energy,DHW & solar heating pump energy,Lights energy,Boiler pump energy [obs],System air fan energy [obs],Aux mech vent fan energy [obs],Boiler process energy,Chiller process energy
3326.2432,3326.2432,0.0,3326.2432,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
3721.7761,3721.7761,0.0,3721.7761,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4329.791,4329.791,0.0,4329.791,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4505.328,4505.328,0.0,4505.328,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4605.262,4605.262,0.0,4605.262,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4674.6704,4674.6704,0.0,4674.6704,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4754.449,4754.449,0.0,4754.449,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4802.1514,4802.1514,0.0,4802.1514,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4814.1357,4814.1357,0.0,4814.1357,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4852.0635,4852.0635,0.0,4852.0635,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4906.0825,4906.0825,0.0,4906.0825,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4931.14,4931.14,0.0,4931.14,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4953.0527,4953.0527,0.0,4953.0527,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4960.353,4960.353,0.0,4960.353,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4760.044,4760.044,0.0,4760.044,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4506.2847,4506.2847,0.0,4506.2847,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4320.3657,4320.3657,0.0,4320.3657,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4205.7715,4205.7715,0.0,4205.7715,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
3974.5984,3974.5984,0.0,3974.5984,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
3556.7327,3556.7327,0.0,3556.7327,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
3176.9497,3176.9497,0.0,3176.9497,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
3077.2085,3077.2085,0.0,3077.2085,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
3319.104,3319.104,0.0,3319.104,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
3730.4424,3730.4424,0.0,3730.4424,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4110.993,4110.993,0.0,4110.993,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4393.864,4393.864,0.0,4393.864,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4524.63,4524.63,0.0,4524.63,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4588.908,4588.908,0.0,4588.908,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4649.6787,4649.6787,0.0,4649.6787,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4684.198,4684.198,0.0,4684.198,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4697.703,4697.703,0.0,4697.703,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4715.709,4715.709,0.0,4715.709,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4740.402,4740.402,0.0,4740.402,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4766.365,4766.365,0.0,4766.365,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4789.262,4789.262,0.0,4789.262,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4815.1367,4815.1367,0.0,4815.1367,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4841.874,4841.874,0.0,4841.874,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4879.3057,4879.3057,0.0,4879.3057,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4821.461,4821.461,0.0,4821.461,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4656.469,4656.469,0.0,4656.469,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4466.3755,4466.3755,0.0,4466.3755,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4211.929,4211.929,0.0,4211.929,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
3936.0947,3936.0947,0.0,3936.0947,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
3676.5322,3676.5322,0.0,3676.5322,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
3441.391,3441.391,0.0,3441.391,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
3128.459,3128.459,0.0,3128.459,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
3079.522,3079.522,0.0,3079.522,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
3435.5476,3435.5476,0.0,3435.5476,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
3780.4685,3780.4685,0.0,3780.4685,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4103.3477,4103.3477,0.0,4103.3477,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4380.9473,4380.9473,0.0,4380.9473,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4493.161,4493.161,0.0,4493.161,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4563.9604,4563.9604,0.0,4563.9604,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4641.7207,4641.7207,0.0,4641.7207,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4713.532,4713.532,0.0,4713.532,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4762.7305,4762.7305,0.0,4762.7305,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4799.8457,4799.8457,0.0,4799.8457,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4828.491,4828.491,0.0,4828.491,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4845.984,4845.984,0.0,4845.984,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4867.477,4867.477,0.0,4867.477,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4901.6343,4901.6343,0.0,4901.6343,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4956.761,4956.761,0.0,4956.761,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4832.361,4832.361,0.0,4832.361,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4436.813,4436.813,0.0,4436.813,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
3987.3333,3987.3333,0.0,3987.3333,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
3895.7217,3895.7217,0.0,3895.7217,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
3933.013,3933.013,0.0,3933.013,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
3394.0908,3394.0908,0.0,3394.0908,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
2799.7993,2799.7993,0.0,2799.7993,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
3160.0132,3160.0132,0.0,3160.0132,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
3773.5408,3773.5408,0.0,3773.5408,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
3927.711,3927.711,0.0,3927.711,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4179.937,4179.937,0.0,4179.937,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4554.7515,4554.7515,0.0,4554.7515,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4803.6875,4803.6875,0.0,4803.6875,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4928.319,4928.319,0.0,4928.319,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5037.344,5037.344,0.0,5037.344,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5109.9355,5109.9355,0.0,5109.9355,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5152.1304,5152.1304,0.0,5152.1304,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5191.302,5191.302,0.0,5191.302,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5212.23,5212.23,0.0,5212.23,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5223.923,5223.923,0.0,5223.923,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5242.214,5242.214,0.0,5242.214,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5262.574,5262.574,0.0,5262.574,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5290.6797,5290.6797,0.0,5290.6797,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5316.655,5316.655,0.0,5316.655,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5236.1006,5236.1006,0.0,5236.1006,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5019.904,5019.904,0.0,5019.904,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4750.424,4750.424,0.0,4750.424,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4517.193,4517.193,0.0,4517.193,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4417.834,4417.834,0.0,4417.834,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4506.663,4506.663,0.0,4506.663,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4658.199,4658.199,0.0,4658.199,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4780.7607,4780.7607,0.0,4780.7607,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4864.25,4864.25,0.0,4864.25,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4863.491,4863.491,0.0,4863.491,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4851.1465,4851.1465,0.0,4851.1465,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4885.583,4885.583,0.0,4885.583,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4938.297,4938.297,0.0,4938.297,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4982.338,4982.338,0.0,4982.338,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5013.8447,5013.8447,0.0,5013.8447,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5060.973,5060.973,0.0,5060.973,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5121.7305,5121.7305,0.0,5121.7305,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5166.0835,5166.0835,0.0,5166.0835,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5206.4756,5206.4756,0.0,5206.4756,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5253.2617,5253.2617,0.0,5253.2617,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5291.028,5291.028,0.0,5291.028,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5309.57,5309.57,0.0,5309.57,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5357.023,5357.023,0.0,5357.023,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5416.6484,5416.6484,0.0,5416.6484,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5419.205,5419.205,0.0,5419.205,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5328.622,5328.622,0.0,5328.622,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5178.0396,5178.0396,0.0,5178.0396,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4885.6587,4885.6587,0.0,4885.6587,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4565.532,4565.532,0.0,4565.532,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4525.8657,4525.8657,0.0,4525.8657,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4612.692,4612.692,0.0,4612.692,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4685.383,4685.383,0.0,4685.383,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4856.4175,4856.4175,0.0,4856.4175,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5123.7524,5123.7524,0.0,5123.7524,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5379.59,5379.59,0.0,5379.59,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5552.4624,5552.4624,0.0,5552.4624,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5640.9434,5640.9434,0.0,5640.9434,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5686.115,5686.115,0.0,5686.115,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5710.044,5710.044,0.0,5710.044,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5725.003,5725.003,0.0,5725.003,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5734.285,5734.285,0.0,5734.285,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5737.852,5737.852,0.0,5737.852,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5752.256,5752.256,0.0,5752.256,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5762.5576,5762.5576,0.0,5762.5576,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5770.5664,5770.5664,0.0,5770.5664,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5789.9824,5789.9824,0.0,5789.9824,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5819.862,5819.862,0.0,5819.862,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5836.204,5836.204,0.0,5836.204,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5698.018,5698.018,0.0,5698.018,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5385.9565,5385.9565,0.0,5385.9565,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4975.885,4975.885,0.0,4975.885,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4527.3203,4527.3203,0.0,4527.3203,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
3817.457,3817.457,0.0,3817.457,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
3026.7236,3026.7236,0.0,3026.7236,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
2798.1863,2798.1863,0.0,2798.1863,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
3141.8591,3141.8591,0.0,3141.8591,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
3496.9556,3496.9556,0.0,3496.9556,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
3788.594,3788.594,0.0,3788.594,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4226.3716,4226.3716,0.0,4226.3716,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4660.169,4660.169,0.0,4660.169,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4953.1133,4953.1133,0.0,4953.1133,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5097.157,5097.157,0.0,5097.157,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5162.8125,5162.8125,0.0,5162.8125,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5197.2974,5197.2974,0.0,5197.2974,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5220.7583,5220.7583,0.0,5220.7583,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5243.356,5243.356,0.0,5243.356,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5242.1255,5242.1255,0.0,5242.1255,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5228.703,5228.703,0.0,5228.703,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5225.0273,5225.0273,0.0,5225.0273,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5238.843,5238.843,0.0,5238.843,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5248.236,5248.236,0.0,5248.236,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5236.7017,5236.7017,0.0,5236.7017,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5096.8438,5096.8438,0.0,5096.8438,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4864.671,4864.671,0.0,4864.671,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4525.7485,4525.7485,0.0,4525.7485,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4068.1252,4068.1252,0.0,4068.1252,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
3359.8423,3359.8423,0.0,3359.8423,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
2488.6187,2488.6187,0.0,2488.6187,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
1876.1057,1876.1057,0.0,1876.1057,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
1931.8783,1931.8783,0.0,1931.8783,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
2572.0933,2572.0933,0.0,2572.0933,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
2960.6084,2960.6084,0.0,2960.6084,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
3367.4233,3367.4233,0.0,3367.4233,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
3980.6138,3980.6138,0.0,3980.6138,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4349.1216,4349.1216,0.0,4349.1216,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4547.39,4547.39,0.0,4547.39,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4635.1973,4635.1973,0.0,4635.1973,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4708.2925,4708.2925,0.0,4708.2925,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4771.164,4771.164,0.0,4771.164,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4806.115,4806.115,0.0,4806.115,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4833.7285,4833.7285,0.0,4833.7285,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4850.9795,4850.9795,0.0,4850.9795,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4861.023,4861.023,0.0,4861.023,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4873.9136,4873.9136,0.0,4873.9136,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4896.8037,4896.8037,0.0,4896.8037,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4925.259,4925.259,0.0,4925.259,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4870.0,4870.0,0.0,4870.0,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4743.746,4743.746,0.0,4743.746,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4268.0903,4268.0903,0.0,4268.0903,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
3499.5457,3499.5457,0.0,3499.5457,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
2989.91,2989.91,0.0,2989.91,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
2808.287,2808.287,0.0,2808.287,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
2147.1553,2147.1553,0.0,2147.1553,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
1496.6508,1496.6508,0.0,1496.6508,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
1806.8776,1806.8776,0.0,1806.8776,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
2561.1511,2561.1511,0.0,2561.1511,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
2273.1482,2273.1482,0.0,2273.1482,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
2430.349,2430.349,0.0,2430.349,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
3086.779,3086.779,0.0,3086.779,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4132.3384,4132.3384,0.0,4132.3384,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4432.82,4432.82,0.0,4432.82,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4620.912,4620.912,0.0,4620.912,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4772.1733,4772.1733,0.0,4772.1733,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4850.5703,4850.5703,0.0,4850.5703,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4886.0884,4886.0884,0.0,4886.0884,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4924.89,4924.89,0.0,4924.89,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4988.5024,4988.5024,0.0,4988.5024,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5070.8926,5070.8926,0.0,5070.8926,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5150.787,5150.787,0.0,5150.787,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5156.417,5156.417,0.0,5156.417,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
5021.657,5021.657,0.0,5021.657,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4688.347,4688.347,0.0,4688.347,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4165.9053,4165.9053,0.0,4165.9053,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
3622.284,3622.284,0.0,3622.284,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
2801.0305,2801.0305,0.0,2801.0305,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
1537.2654,1537.2654,0.0,1537.2654,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
926.37146,926.37146,0.0,926.37146,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
694.3709,694.3709,0.0,694.3709,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
882.93274,882.93274,0.0,882.93274,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
1574.0149,1574.0149,0.0,1574.0149,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
2879.203,2879.203,0.0,2879.203,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
3626.223,3626.223,0.0,3626.223,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4181.426,4181.426,0.0,4181.426,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4404.66,4404.66,0.0,4404.66,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4491.2744,4491.2744,0.0,4491.2744,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4488.152,4488.152,0.0,4488.152,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4493.713,4493.713,0.0,4493.713,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4581.8647,4581.8647,0.0,4581.8647,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4649.493,4649.493,0.0,4649.493,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4629.7983,4629.7983,0.0,4629.7983,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4597.4736,4597.4736,0.0,4597.4736,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4569.4253,4569.4253,0.0,4569.4253,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4557.673,4557.673,0.0,4557.673,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4531.6196,4531.6196,0.0,4531.6196,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
4335.333,4335.333,0.0,4335.333,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
3742.2715,3742.2715,0.0,3742.2715,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
2716.1387,2716.1387,0.0,2716.1387,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
2108.4202,2108.4202,0.0,2108.4202,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
1577.6399,1577.6399,0.0,1577.6399,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
873.978,873.978,0.0,873.978,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
588.072,588.072,0.0,588.072,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
591.28375,591.28375,0.0,591.28375,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
785.05005,785.05005,0.0,785.05005,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
1255.663,1255.663,0.0,1255.663,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
2129.931,2129.931,0.0,2129.931,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
2746.5244,2746.5244,0.0,2746.5244,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
3285.8755,3285.8755,0.0,3285.8755,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
3635.0166,3635.0166,0.0,3635.0166,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
3786.951,3786.951,0.0,3786.951,0.0,0.0,0.0,4229.309,0.0,0.0,,,,0.0,0.0
